,Bahia - value,Bahia - Consumo de Cimento (t),Bahia - IDH Educacao,Bahia - IDH Longevidade,Bahia - IDH,Bahia - Produção de Cimento (t),Bahia - IDH Renda,Bahia - PIB - Estadual,Bahia - PIB - Construção Civil,Bahia - PIB - Per Capita,Bahia - PIB - Preços de Mercado,Bahia - Desemprego,Contratação Comercial (Bi R$),Contratação  Home equity (Bi R$),Contratação  Livre (Bi R$),Contratação  FGTS (Bi R$),Contratação  SFH (Bi R$),Contratação Jurídico Comercial (Bi R$),Contratação Jurídico FGTS (Bi R$),Contratação Jurídico Livre (Bi R$),Contratação Jurídico SFH (Bi R$),Direcionamento Aquisição (R$),Direcionamento Construção (R$),Direcionamentos Reformas e Ampliações (R$),Direcionamento Aplicação (R$),Ativos Problemáticos - Comercial (R$),Ativos Problemáticos - Home equity (R$),Ativos Problemáticos - Livre (R$),Ativos Problemáticos - SFH (R$),Ativos Problemáticos - FGTS (R$),Ativos Problemáticos P.Jurídica - Comercial (R$),Ativos Problemáticos P.Jurídica - Home equity (R$),Ativos Problemáticos P.Jurídica - Livre (R$),Ativos Problemáticos P.Jurídica - SFH (R$),Carteira de Crédito - Comercial (R$),Carteira de Crédito – Home equity (R$),Carteira de Crédito – Livre (R$),Carteira de Crédito - FGTS (R$),Carteira de Crédito - SFH  (R$),Carteira de Crédito P.Jurídica - Comercial (R$),Carteira de Crédito P.Jurídica - Home equity (R$),Carteira de Crédito P.Jurídica -  Livre (R$),Carteira de Crédito  P.Jurídica - FGTS (R$),Inadimplência - SFH (%),Inadimplência - FGTS (%),Inadimplência - Livre (%),Inadimplência - Comercial (%),Inadimplência - Home equity (%),Inadimplência P.Jurídica - SFH (%),Inadimplência P.Jurídica - FGTS (%),Inadimplência P.Jurídica - Livre (%),Inadimplência P.Jurídica - Comercial (%),Poupança e Empréstimo - SBPE (R$), Títulos - LH (R$), Títulos – LIG (R$), Títulos – CRI (R$), Títulos – LCI (R$), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%)
2017-10,0.4806785343411994,278.146,0.6557245378869828,0.7939198531774477,0.7010114441888678,92.17178100144449,0.6627294600026609,156419462.17331168,8238869.631818701,8.808734412564618,125835265.83100598,15.60105637801452,34933724.35897118,212723398.3783704,685227551.2173862,3787698955.718972,3228193536.8528314,84135220.79908738,251883881.92232525,144990230.67957374,398657199.3179846,463270021606.7796,35034530567.527794,639744614.5469711,448064210423.67554,38342431.52410062,1180829643.9781132,2223236607.523724,10371563671.948484,14120551212.919691,89934487.75877495,1956783496.6837585,2472801470.4684587,3901677066.65826,1888522924.05386,11475272775.100595,60336318521.98896,253408493210.3524,248043899397.9578,2228288204.43087,14650918252.067247,15442616899.321735,17837266321.44446,1.3879530748335385,1.9102197709602469,1.499572039618332,1.330037158552982,5.165343143917428,3.8084894229639095,1.396544735590853,8.062725141984226,3.2636264010022327,562451391509.6967,1078967396.6863165,2348120361.251456,70047444283.43129,170640314413.63513,0.3543133490207389,-6454.887704474953,2.232466347059879,0.909681615738396,0.4754272182499585,198919019.3113184,7778618.988830204,0.3778377185871009
2017-11,0.4814713273339041,257.458,0.6557296764535572,0.79379871738438,0.7009476955660938,92.05278803912826,0.662734633477857,156389192.661947,8237688.89647525,8.808873059055262,125821339.45337868,15.59764382214594,35101250.30544871,213722918.9547735,680577908.878318,3810874391.286953,3275565181.518461,84679934.02483547,258590822.55932692,152406167.80402243,413512619.6656394,467340716238.6295,35476220075.90226,636604604.1159514,449094263860.8407,38064209.68674872,1166602156.8394568,2204700429.554083,10330793358.36495,14249913070.530382,91852477.4640106,1981261474.5371351,2512118667.6234846,3954648092.44868,1890172415.2854545,11449346750.91043,60023045868.61019,255773350539.70505,248696270243.1685,2235741662.965412,14574011561.290903,15177730848.260086,17433968720.324974,1.3779620250071445,1.914489712631977,1.4884466494228132,1.3204882636198767,5.105516899393529,3.985263902286367,1.4181497258449831,8.313885654880853,3.2724093736377204,565666437998.3215,1076615845.2120645,2880388967.363472,70211330699.33372,169447483702.38596,0.3527279000225793,-6243.191420924375,2.263185047283645,1.0506140089810427,0.491301237991556,198993038.60331085,7776397.172749148,0.370057443718766
2017-12,0.4822596120265748,231.748,0.6557348150201315,0.7936775815913122,0.7008839469433199,92.19038206717345,0.6627398069530532,156358923.15058237,8236508.1611318,8.809011705545908,125807413.0757514,15.59423126627736,35120767.77591425,213885014.48769027,677380512.5086389,3810065542.856353,3360580408.1878576,85864853.89293706,267981580.18578985,164821967.0056787,427453879.89255166,471459137515.3831,35921750102.61236,633405772.8170555,449952563372.4618,37717418.81851296,1155434735.3645055,2189146619.3751187,10297210323.455557,14397741471.012152,93164512.71740346,2001465993.8877103,2548349309.134171,4002426633.794305,1891645391.2593176,11422881950.251295,59712167738.04326,258141723191.39648,249417912263.4323,2240668855.31372,14468799493.482536,14908203595.233448,17029510907.273932,1.3660519220579366,1.91288500699957,1.476529729336201,1.3077918228500989,5.042576528298798,4.143049410930647,1.4470953303161975,8.571253090967293,3.23468435757996,569117577164.3434,1074520829.1282156,3425875248.1109447,70429811850.5087,168201984446.14682,0.3672792049521601,-5909.074373680363,2.284012403287865,0.571256581329347,0.5118095547455561,199067057.8953033,7774175.356668091,0.3656492538346034
2018-1,0.4831740453146952,268.336,0.6557399535867059,0.7935564457982445,0.7008201983205459,92.66395454961416,0.6627449804282494,156328653.63921773,8235327.425788349,8.809150352036553,125793486.69812413,15.59081871040878,35084856.47456533,214096087.98950583,672639495.4720234,3782078023.227946,3426001742.3579087,82544373.24624228,269602169.0019424,165198103.05966476,446492371.4826109,475602427643.6436,36369149234.602936,630147657.6373247,450692008981.05023,37312680.25662696,1146375508.642702,2175644169.51893,10275426843.715528,14576508052.888067,94545143.64262152,2012874773.0392663,2561426859.136118,4050895352.2636814,1893328942.9710703,11396840065.219774,59399865786.84545,260488731991.2798,250174928712.14,2239329976.2350245,14345672645.8077,14646229475.599333,16627901646.11116,1.3621257965995608,1.9268938107760247,1.4720906952342154,1.291634740431958,4.999907782283767,4.2997438075064425,1.491032171613355,8.821474964524883,3.240901873662023,572099476704.4933,1068891323.9933236,3984694372.516865,70622560074.52621,167050649934.08096,0.359951630964679,-7507.112082157307,2.294901938999484,0.4677947795212472,0.5005214276758065,199141077.18729573,7771953.540587035,0.3696733376163027
2018-2,0.4840873356810828,223.453,0.6557076805078172,0.7933939946300493,0.7007506543684288,92.9660015879248,0.6626521393708876,156230418.9433486,8236041.653649644,8.807216543794667,125765834.40436654,15.58955053410756,34953676.19440921,214370655.36382413,668819372.1339651,3764599597.937541,3492109466.427303,84016228.14558746,273488965.943964,167773737.9656438,452524497.498644,479854177528.33154,36827994376.02645,626829795.5638007,451428042027.0055,36941102.37665584,1136731403.1764796,2158566864.1457224,10241195262.43737,14752009812.593151,95867837.25969532,2021307585.5836911,2560653818.334256,4095342343.473024,1895207933.8261864,11372329303.373957,59088627709.50639,262837593387.9642,250996469269.136,2237590504.40701,14214923071.86476,14382718628.512903,16233411533.423315,1.350755947631206,1.9340789708144737,1.4604598607694657,1.2791046063526397,4.947067953988546,4.474429884812023,1.535486674394711,9.045270712220052,3.2121714478954213,575166745548.5654,1063992170.599952,4556961509.604239,70850326908.14911,165842586199.115,0.3566771125869745,-6365.607522997055,2.2942193420185,0.5842783280443261,0.4906301391980058,199211473.5675211,7769100.068513057,0.3678170211034027
2018-3,0.484570480643042,241.464,0.6556754074289287,0.7932315434618542,0.7006811104163118,93.08998121662924,0.6625592983135259,156132184.24747947,8236755.881510938,8.80528273555278,125738182.11060894,15.588282357806342,34892445.73712843,215278507.31159604,663156953.393792,3765473271.058348,3564817426.758933,83071646.97889648,279371345.2302867,171251121.468306,459996966.53218055,484120146464.0316,37285309193.1678,623451723.583525,452036615171.7628,36638041.450981006,1128653493.391115,2145296422.9073813,10220035647.228874,14962975308.23461,97437519.1482846,2024321502.1933632,2555682163.0761533,4134209798.8107424,1896931143.4751315,11348718142.530348,58773770733.43772,265188432870.5496,251859893382.9629,2241486169.451774,14074434665.51414,14121491740.168848,15851144814.4724,1.346447168635572,1.955766109975368,1.459414318902475,1.2673339941891035,4.910082265237175,4.653120914957436,1.5830468452730933,9.27195580115204,3.2759219032472684,578439367060.7357,1058493286.0604156,5142791828.396054,71077479541.71034,164670430183.60666,0.3495024706940896,-6480.507442523628,2.2880364237022737,0.5418064917506906,0.5232126003004083,199281869.9477465,7766246.596439078,0.3683207687170368
2018-4,0.4851307934635509,238.901,0.6556431343500402,0.7930690922936592,0.7006115664641946,92.91871397518467,0.6624664572561642,156033949.55161035,8237470.109372233,8.803348927310893,125710529.81685136,15.587014181505126,34839205.75118072,216347486.416918,656501762.8416828,3748227555.243662,3633068405.562104,87394547.82652588,282350186.13836145,171423807.22296768,458859814.5509572,488467130784.4846,37752480644.8656,620012978.6835392,452565082503.8329,36486358.30952744,1122605820.5594914,2135883664.9903443,10217536976.588087,15218596274.182936,98787050.62076876,2023061695.9085145,2550502711.772573,4166754233.983475,1898822792.0978017,11326107741.855274,58463252327.49922,267533012253.2696,252790845980.8436,2248884446.9888144,13942240162.936974,13861956124.204304,15487020419.263376,1.343324138790623,1.9798659422023048,1.459891238877392,1.2652536546754594,4.88835561435877,4.852186243757345,1.6210249808114543,9.481644179868429,3.341027956920613,582181077021.3098,1052509174.0863472,5742300497.91535,71279846496.01405,163547751259.7394,0.3395277178203111,-5470.865705466022,2.2785452626718063,0.5299240735031111,0.515815979242938,199352266.32797185,7763393.124365101,0.3659433206644214
2018-5,0.4859819812400914,191.989,0.6556108612711515,0.792906641125464,0.7005420225120775,93.16043785929315,0.6623736161988024,155935714.8557412,8238184.337233528,8.801415119069004,125682877.52309376,15.585746005203909,34810615.905261114,223676797.4350744,648691069.5192217,3734371557.9875774,3695889484.578596,94008689.4733528,285021896.3478524,173422162.04310492,458611113.22146606,492919050565.2042,38230307115.60149,616513097.8508847,453068070305.3419,36554815.20606197,1118165005.7687209,2128197908.6679423,10227768960.706406,15496975993.919054,100727377.02396922,2019642781.7541976,2540228503.4442983,4194937095.292225,1901068706.5712645,11306573637.622135,58154276082.52155,269869702140.8292,253803676077.991,2263113557.601272,13809160890.32295,13611010461.340668,15135596225.40814,1.3352718725083426,1.9938916708379568,1.4542079678437694,1.2677001261053196,4.861079449790066,5.063684669805324,1.6430631099464506,9.28747013203757,3.3948638481562714,586572628255.246,1046268728.4474888,6355602687.185113,71470854401.27664,162464090129.3382,0.3254327923342447,-3673.4527105981465,2.263363965667075,0.5184624540086805,0.52140209156142,199422662.70819715,7760539.652291123,0.3622852915238501
2018-6,0.4858178960577948,272.452,0.6555785881922629,0.7927441899572689,0.7004724785599604,94.21097068251682,0.6622807751414407,155837480.15987206,8238898.565094822,8.799481310827117,125655225.22933616,15.584477828902688,34533028.87247894,228203462.94426933,644449523.4213554,3721349233.3053856,3788830490.358229,97157145.7956313,281981044.0811624,177000156.2477605,462504568.36657774,497447198064.7851,38720309256.46092,612951618.0726031,453516422440.47577,36596203.30394645,1114121453.186501,2121757778.736888,10240200064.97354,15765280008.233583,102558835.00542004,2013179984.8649871,2524057280.77554,4208297407.6348367,1903051060.430299,11290182716.755348,57846137413.58903,272194803163.9527,254898089313.50607,2279621866.946076,13670538637.883371,13359154909.848322,14790596431.069754,1.3206076129024873,1.9942186434226803,1.439515887400246,1.25543172077022,4.82118782401899,5.231868477709607,1.6551036559932786,8.92908931046708,3.50373894899227,591272994456.4902,1041254469.205604,6982813565.228351,71673217658.47841,161306743387.1004,0.3206049076093145,-748.3523814090865,2.2443322394271,0.4924018064984997,0.5229599052733115,199493059.0884225,7757686.180217145,0.3628244523982531
2018-7,0.4859818085027607,261.009,0.6555463151133744,0.7925817387890739,0.7004029346078433,94.63879186796125,0.6621879340840788,155739245.46400294,8239612.792956117,8.79754750258523,125627572.93557855,15.58320965260147,34402245.97125235,231799645.1675448,642479877.0441059,3714678735.632984,3901264005.1113553,96021948.6415069,282494233.6292382,182696659.2426341,463295701.6535372,502082251213.4031,39221665907.41143,609328076.335736,453933811574.8783,36634765.76838384,1110807310.277069,2116960351.7980475,10260041179.566454,16048820356.66804,103959749.73970452,2003925967.221873,2509095361.616234,4220333443.065721,1904690283.6747932,11276587832.457272,57536295237.96916,274522406568.43976,256077949523.3971,2293175722.3371577,13529432381.101156,13110820786.9063,14449810898.93373,1.3055868315538146,1.9934671961550845,1.4248970147884452,1.2403173348565557,4.777365737089136,5.418098399361794,1.6581494735544542,8.94356063308511,3.660255640295365,596390030630.934,1036519780.546039,7624048301.068051,71937874437.68277,160128494222.9894,0.3000532519420144,680.1816531338795,2.2152710819180843,0.5175037746548349,0.5428312509061592,199563455.46864787,7754832.708143167,0.3648945585252806
2018-8,0.4867317352559638,292.688,0.6555140420344858,0.7924192876208788,0.7003333906557263,95.0089065936876,0.6620950930267171,155641010.76813382,8240327.020817411,8.795613694343343,125599920.64182098,15.581941476300251,34385153.58853371,239076964.3842981,646375793.7739196,3709902177.0381913,4035640929.631771,96825911.0387288,276644499.430107,188541882.5037132,468388011.0016554,506847768032.2394,39731224845.46442,605642009.627325,454330286364.9503,36525447.733670935,1107987597.1023502,2111316998.017881,10273324235.483688,16323813272.048552,105283976.19901866,1992999291.642035,2485853109.3886,4227976267.30225,1906355918.048504,11285354136.957766,57232350078.81833,276854646744.7521,257366490186.06305,2302150327.7298927,13374994805.579924,12870935482.714134,14116733299.668833,1.2882178826739628,1.989771712437315,1.407581615084567,1.2174906747263854,4.724352758526623,5.566867008136614,1.6714106734431218,8.871436740854604,3.744734091165152,601669910529.016,1032716799.3465405,8279422063.727253,72135172583.87552,158911615272.62387,0.2957038398442303,2763.919661232488,2.182490373260064,0.5663143037004692,0.6161288722138691,199633851.84887323,7751979.236069188,0.3657658514233124
2018-9,0.4876060845058448,258.881,0.6554817689555972,0.7922568364526836,0.7002638467036092,95.0516253540513,0.6620022519693554,155542776.07226467,8241041.248678706,8.793679886101456,125572268.34806338,15.580673299999033,34220559.60870793,245297868.2641191,653468221.9996896,3680593682.123922,4179921174.708397,101555574.26515418,267650008.3945749,199913641.51623863,470332069.7362831,511743593745.97504,40249440624.35335,601892954.9344115,454662510921.55096,36476048.70026635,1105014682.3966932,2106058550.2711244,10285651319.95531,16596735748.148146,106278358.71547394,1979244712.8545969,2461554091.506629,4238314382.77621,1906558987.6455824,11298136195.352116,56937485748.56019,279166051705.1908,258763588035.71384,2306475980.715873,13205558292.306845,12640779923.667828,13789324939.885157,1.2724322183630257,1.988078509155208,1.3922887050389583,1.2008530537692046,4.672233081153187,5.688430103417488,1.6862251378745745,8.78203774402921,3.796420176790934,607105682036.0734,1029420804.6748576,8949050022.228945,72355396555.45276,157686832046.39807,0.308341137605073,4007.361037620176,2.152733596601701,0.541645975717225,0.6740366051135752,199704248.2290986,7749125.763995211,0.3852201759804345
2018-10,0.4888876225380872,276.879,0.6554494958767085,0.7920943852844885,0.7001943027514921,95.3856205184842,0.6619094109119936,155444541.37639552,8241755.47654,8.791746077859568,125544616.0543058,15.579405123697814,34551259.06616067,250551896.16247976,663215783.6226498,3688435559.952356,4340926980.149376,100046290.63284253,262580872.752118,210302913.3099096,475010914.6682493,516786855284.4018,40778755499.63308,598080449.2440372,454921059704.07446,36413426.67237123,1102206889.640021,2099076935.80694,10290382556.24923,16865839704.01022,107347141.94189152,1966095173.300948,2437759189.190736,4245846402.7319374,1907110976.077831,11313999229.792637,56645406340.85748,281475664010.8591,260269765507.11508,2304533867.5352445,13029188854.67075,12416786429.326471,13468480637.476557,1.2574784718307628,1.9886314613468363,1.3774630292939425,1.1833594813557275,4.625093385100064,5.840832418052737,1.705980474606123,8.824538377570168,3.8772114495745145,612527139949.4813,1026809046.9712332,9633047345.59613,72600479524.28319,156460241011.8868,0.3141753154888939,4174.914508493512,2.10797519196202,0.4924006386818098,0.7177542561347128,199774644.60932392,7746272.291921233,0.4151525802856482
2018-11,0.4900210656764192,255.774,0.65541722279782,0.7919319341162934,0.7001247587993751,95.35094021738615,0.6618165698546319,155346306.6805264,8242469.704401295,8.78981226961768,125516963.7605482,15.578136947396596,34844916.47046426,256097479.54378065,676034603.2879511,3684841940.59781,4510542263.744405,100315333.42117818,261452499.65108427,219055519.91925305,487709906.7296056,521970184366.3656,41319408102.41144,594204029.5432434,455177170558.3756,36035326.79306058,1100361333.9593294,2089482448.645105,10291839458.541924,17142246389.863745,108342138.87483428,1950607712.7522564,2411416525.876605,4248939292.801109,1907848566.965198,11335663586.442225,56361458395.793655,283776762361.13446,261898834056.64584,2300854266.057314,12852901006.8156,12194390775.130638,13157301597.371964,1.245681322806814,1.9950506508279893,1.3648005441020858,1.165936224249574,4.586681164579805,5.966439916391153,1.7257717816864635,8.859836292348957,3.9595112177210257,618021260020.1189,1024416724.448774,10304433254.8152,72853668118.78903,155278093940.69763,0.3212989509448,5007.894545671494,2.054724183351228,0.5213270862341408,0.7723522886923776,199845040.98954928,7743418.819847254,0.4341143590809063
2018-12,0.4915775556108917,208.326,0.6553849497189315,0.7917694829480983,0.700055214847258,95.3615493467452,0.6617237287972701,155248071.9846573,8243183.932262589,8.787878461375794,125489311.4667906,15.57686877109538,35140008.13332537,262348492.42804608,701927318.3226166,3684227713.7742977,4703291659.313155,101254942.8765663,261328193.39947483,226712904.43548492,494225588.6453097,527301801110.3253,41875174620.560486,590263232.8190719,455463055094.6872,35579516.33732729,1098724879.1160538,2079234854.0612164,10295602854.746107,17432813640.32424,108885936.8049642,1935086173.5177548,2377559926.3221693,4254717651.3322096,1903871314.56402,11361903699.37748,56098198788.00815,286070487627.2316,263655892845.37985,2294134060.5165744,12668632997.824436,11978805633.02539,12851371703.132256,1.231016396769286,1.996438504311484,1.34989685697862,1.1481887050940796,4.549127427483013,6.107160234875896,1.7693010481367546,8.916625972521002,3.978346882843454,623838828374.5109,1022435530.3670564,11074896923.846354,72877703055.32358,154050314681.85757,0.3517183793100564,6196.877278409354,2.0126469916832392,0.4659682830233899,0.8188839179929231,199915437.36977464,7740565.347773276,0.4462102421398145
2019-1,0.4932784520014204,291.428,0.6553526766400428,0.7916070317799032,0.6999856708951409,96.35486222886114,0.6616308877399084,155149837.28878814,8243898.160123884,8.785944653133907,125461659.173033,15.57560059479416,35153236.50988557,264439733.7035244,721673250.3187672,3654279205.378057,4841912256.612655,101407154.1538544,259179305.8478993,226506961.68050185,482942957.7573585,532722949836.8496,42440313597.322525,586338461.3127999,455684129759.33655,35220984.51417496,1096620481.0212638,2069965795.822256,10310258320.74653,17765645376.997635,109246222.81089376,1911799552.5809429,2345241337.952012,4251367966.906466,1896544863.998209,11370890095.065647,55853273796.91091,288335082972.67426,265501135237.2219,2284959894.8800464,12487294988.436632,11760658536.375624,12548180651.402636,1.219988440848056,2.0090813054398047,1.3390320400881943,1.1371714558719836,4.52260756532347,6.237697374347813,1.8256898126598124,8.863765290737955,4.037710188972872,629108445099.6702,1021030870.4758863,11791984047.521168,72977688166.51486,152838326840.34485,0.3530778978870197,4628.979909058911,1.984242274075146,0.4726719624590187,0.8964654073710557,199985833.75,7737711.875699298,0.4625053223582739
2019-2,0.495180269067213,249.43,0.6552265605539825,0.7914070850509631,0.6998491987049525,96.06840238119128,0.6616129399197562,155001074.6862591,8245888.426885214,8.784210613303486,125434045.14484338,15.570592802254575,35264656.07939319,267818098.93643725,743693484.8417883,3691607723.110336,5013470476.644841,102598329.73063248,258350733.9453337,232029431.0787596,480984392.824593,537203093981.3275,42875684859.36547,582109974.8981845,457454758677.3748,35008793.1028051,1093704299.2037325,2060180789.8352933,10323608076.49256,18101947571.852184,109172376.64201966,1887050219.369372,2320145489.2065773,4254322339.90113,1889408670.381736,11383885592.7581,55627614373.81318,290621546893.1888,267479912373.73227,2278523389.302164,12306330610.261131,11560619362.65842,12252116023.124031,1.2094709703366096,2.0249814316085453,1.327661871890231,1.1293464056755,4.491445811583915,6.360091778753605,1.8559000732149185,8.837924721044617,4.1343618860691125,634501594440.136,1011160885.0273936,12492257135.346882,73191278910.13075,151605664900.22278,0.363540940595364,5916.697911939956,1.962208936108535,0.3842518567336596,0.9613539894886018,200071297.0347222,7733993.9752234975,0.492198592675812
2019-3,0.4974856751478275,241.612,0.6551004444679223,0.7912071383220229,0.6997127265147642,96.30513302753668,0.661594992099604,154852312.08373007,8247878.693646543,8.782476573473064,125406431.11665374,15.565585009714995,35763079.06099558,273822690.04604995,774967319.0519572,3680571677.814275,5230915409.429512,104263222.4018933,249907826.17311093,240558158.76151705,483622817.7875054,541776126540.9862,43321081473.60885,577964382.0874438,459376704976.54144,34874172.779160395,1091292850.58506,2052021300.4582224,10344280852.134512,18459506854.24246,108660174.6185719,1855933415.48956,2295946248.978367,4254006036.714016,1880504397.553152,11400359165.893948,55423822101.74557,292894469578.8752,269595530507.04984,2268818963.239879,12107300476.236233,11380913379.104069,11958763416.161282,1.1972568987109184,2.036459011558601,1.3160169949591516,1.1271236150862347,4.465549521713436,6.384756728241068,1.8670433977335088,8.758851111844955,4.1701576613746685,639889142497.1561,1001173141.3439132,13221824149.579296,73505449421.04327,150372962283.07764,0.3734846407574057,5520.432988796697,1.9416080807058884,0.4924000719487673,0.9922348162286888,200156760.31944445,7730276.074747696,0.518818874802468
2019-4,0.5000637225837361,252.303,0.654974328381862,0.7910071915930827,0.6995762543245758,96.39288773592745,0.6615770442794517,154703549.48120102,8249868.960407872,8.780742533642641,125378817.08846413,15.560577217175412,36144027.93377317,278566776.35105765,807066094.6699742,3675037085.253728,5449534524.983236,104952424.95726755,251373170.00274965,246133316.401335,487444805.1816714,546481309190.4166,43775948593.09686,573928429.957801,461531412579.2945,34763742.61259725,1087944085.1049037,2040583001.161418,10352017538.617731,18799020431.32812,107251857.62544264,1824948421.8028216,2269290382.899229,4248617295.417251,1870134520.507124,11419079319.756708,55246434484.583015,295147158330.5491,271858416325.38147,2255653865.0014644,11904048620.050856,11206809803.547585,11672204946.778334,1.1862684899545204,2.0487677360009373,1.305013793379102,1.1297386018345712,4.441686739006395,6.43335210709654,1.8390223130169017,8.659186258252042,4.235131102743771,645319262167.1123,991181013.8581496,13949087139.279629,73845924846.73769,149136443419.494,0.3643719899254779,5055.185180977277,1.9170839767672327,0.5416400033512607,1.0281222722573198,200242223.6041667,7726558.174271896,0.5335376321688695
2019-5,0.5017280477603974,281.912,0.6548482122958017,0.7908072448641427,0.6994397821343875,96.829365501582,0.6615590964592996,154554786.87867197,8251859.227169202,8.77900849381222,125351203.06027448,15.555569424635827,36673221.28220624,283544642.2003824,842289757.6631624,3670222902.304061,5679393159.970643,109473290.80858847,251242985.4015765,251676021.3740508,493001199.9757761,551342693627.7793,44242121138.343056,570104726.9705596,463930964560.9948,34631311.0842592,1084122053.95401,2028725497.6837857,10355505991.394184,19129994536.48029,105826183.55548207,1791512805.662903,2241253021.3866224,4235098003.401036,1856022578.023364,11441541882.438751,55106695237.942345,297384911307.7816,274286967493.42813,2242489749.452949,11699861779.62036,11038816117.521906,11391415197.516363,1.176700543587699,2.0635308496159928,1.2975022189158203,1.13361482915503,4.425341524801371,6.44044663314074,1.80166433792206,9.264768263349938,4.29000615308666,650819661711.772,975193611.5016376,14666757319.560274,74278427040.71342,147874725266.67233,0.3693162019411377,5539.336630210192,1.896664638848358,0.4591651631549122,1.0918504238017774,200327686.8888889,7722840.273796095,0.5740445809008098
2019-6,0.5033960537877954,200.213,0.6547220962097414,0.7906072981352026,0.6993033099441992,97.04250026023288,0.6615411486391474,154406024.27614295,8253849.493930532,8.7772744539818,125323589.03208484,15.550561632096247,36935345.26945314,287843360.09098315,880258443.3577353,3657078761.953196,5903628777.505749,108800851.14271107,251494847.2077068,261054890.3564145,476364034.90579,556356203735.9668,44719599169.85013,566461320.0185596,466486369664.0833,34503143.45230995,1079039807.8038404,2014376998.434416,10351807696.14387,19452971601.33409,104006403.44329968,1756002253.2664936,2211862884.193726,4216625995.435349,1837973254.0621407,11466580760.123035,55003021363.45924,299607114916.184,276870777296.0406,2234061401.559273,11494815975.123735,10890050152.240765,11121082736.158163,1.1662045355467037,2.074341947328583,1.2885202485201708,1.1416968978761497,4.406145630242015,6.449405183943699,1.7582217655883603,9.83170545991885,4.294451281936522,656477368093.6842,953320943.0580256,15375445757.128088,74988727896.72661,146581827433.50406,0.3773027071398842,6184.950447162058,1.8758899421225184,0.5069460202278294,1.0993189754324773,200413150.1736111,7719122.373320294,0.6213386407393423
2019-7,0.5050535653010962,270.511,0.6545959801236811,0.7904073514062624,0.6991668377540109,97.74465939094588,0.6615232008189952,154257261.6736139,8255839.760691861,8.775540414151378,125295975.0038952,15.545553839556664,37049757.29814772,292007208.1138216,917456514.8115602,3630803410.852851,6135303250.799699,104604951.01553524,244271646.44938177,267311141.1119897,480879452.2701296,561486423105.8734,45210509835.563576,562973159.6253337,469102591920.71246,34361450.45102408,1073790985.85611,2000894114.0107536,10349412704.186852,19788780430.729008,102098032.45051144,1720048422.2745037,2182130584.140062,4198508132.119722,1813682063.3768487,11493684883.337566,54932776045.16116,301795724007.6963,279616853923.0192,2227414331.1919265,11293461651.192684,10747840635.58433,10866871468.479342,1.1564071593230083,2.087299661948672,1.27987657901255,1.1504607696950646,4.389858709538655,6.516536398953541,1.7209790482793237,10.411506734470716,4.334548985638387,662256386349.2487,930981176.8586287,16077387693.228998,75499480162.77519,145327132053.62674,0.3968803885128472,6076.306190415794,1.8584015680579875,0.5416402379990359,1.129155636153343,200498613.4583333,7715404.472844493,0.6254767746825313
2019-8,0.5064421692156235,281.466,0.6544698640376208,0.7902074046773222,0.6990303655638226,98.26291979384828,0.661505252998843,154108499.07108486,8257830.02745319,8.773806374320955,125268360.97570558,15.54054604701708,37652856.79516375,297034414.6898157,964877924.3843734,3619352922.617309,6386564225.988071,108258691.80614662,237938162.2546739,273964953.34209955,480550067.3150567,566890488635.9594,45713396548.89132,559726023.1312714,472041782326.9034,34115601.1480998,1067784711.0357718,1986146813.1314013,10347229652.078531,20129433010.62389,99949481.48898344,1685561523.2608318,2150062845.449566,4173995711.723436,1787209881.3198874,11524309518.834146,54908278822.99568,303966895761.1666,282544878455.5963,2219065422.578917,11095199315.38868,10616111612.717394,10622959323.68502,1.1445038930001277,2.0970866793520586,1.2675154567309104,1.1535392251463177,4.365000918618014,6.560955155173318,1.6782383139904238,10.285951972199427,4.3385035351523005,668016010035.4219,907987663.0480564,16853207471.54988,76036815568.23495,144161462296.98715,0.4112473840791077,6518.883661201889,1.8368841913676568,0.5528454811903901,1.1398350320060624,200584076.7430556,7711686.572368692,0.6280714951608086
2019-9,0.5078429211791473,285.535,0.6543437479515605,0.7900074579483821,0.6988938933736343,98.65847548421584,0.6614873051786908,153959736.46855584,8259820.29421452,8.772072334490534,125240746.94751592,15.5355382544775,38034601.17543824,303158187.8508365,1007110158.5376364,3660041307.01491,6613196321.87023,105276704.86732216,233648934.7788833,286999989.5780621,485320803.8468789,572486196780.164,46219305156.3961,556624452.0815743,475171771420.07153,33921231.54260116,1062347225.99041,1972294453.990228,10350664938.644484,20485881792.00296,97726021.8294279,1652631128.9949298,2102940470.8740387,4145791228.797084,1759350256.154138,11560193750.334597,54920574849.53779,306152562902.7967,285627874885.96515,2209880556.9321184,10896475246.70755,10500659827.108889,10390444792.966885,1.1319687063997408,2.1075946096256275,1.2528780092267475,1.1587865963293091,4.340107583753976,6.5769251126711525,1.6378334380768045,10.168771965565693,4.270830538870591,673683390339.2108,902423197.8226752,17655578402.251595,76613043210.28416,143040018470.20337,0.4335809238132643,6534.19896978769,1.8140248078306704,0.5170200097356242,1.1526577758374856,200669540.0277778,7707968.671892891,0.6350086612279392
